"Business Date: 10/19/2025","Room Statistics_Total Rooms","Room Statistics_Out Of Order","Room Statistics_PTD_Total Rooms","Room Statistics_PTD_Out Of Order","Room Statistics_Last Year PTD_Total Rooms","Room Statistics_Last Year PTD_Out Of Order","Room Statistics_YTD_Total Rooms","Room Statistics_YTD_Out Of Order","Room Statistics_Last YTD_Total Rooms","Room Statistics_Last YTD_Out Of Order","Rooms Available to Sell","Day Use Rooms","Stay Over Rooms","Rooms Available to Sell_PTD","Day Use Rooms_PTD","Stay Over Rooms_PTD","Rooms Available to Sell_Last Year PTD","Day Use Rooms_Last Year PTD","Stay Over Rooms_Last Year PTD","Rooms Available to Sell_YTD","Day Use Rooms_YTD","Stay Over Rooms_YTD","Rooms Available to Sell_Last YTD","Day Use Rooms_Last YTD","Stay Over Rooms_Last YTD","Total Revenue Rooms","Comp Rooms","Total Revenue Rooms_PTD","Comp Rooms_PTD","Total Revenue Rooms_Last Year PTD","Comp Rooms_Last Year PTD","Total Revenue Rooms_YTD","Comp Rooms_YTD","Total Revenue Rooms_Last YTD","Comp Rooms_Last YTD","Total Non-Revenue Rooms","Total Non-Revenue Rooms_PTD","Total Non-Revenue Rooms_Last Year PTD","Total Non-Revenue Rooms_YTD","Total Non-Revenue Rooms_Last YTD","Total Occupied Rooms","Total Occupied Rooms_PTD","Total Occupied Rooms_Last Year PTD","Total Occupied Rooms_YTD","Total Occupied Rooms_Last YTD","Occupancy Statistics_Occ% of Total Available Rooms","Occupancy Statistics_Occ% of Total Rooms","Occupancy Statistics_STR Occ% of Total Rooms","Occupancy Statistics_ADR Stay Over Rooms","Occupancy Statistics_ADR for Total Revenue Rooms","Occupancy Statistics_STR ADR for Total Revenue Rooms","Occupancy Statistics_ADR for Total Occupied Rooms","Occupancy Statistics_RevPar_10/19/2025","Occupancy Statistics_STR RevPar_10/19/2025","Occupancy Statistics_Occ% of Total Available Rooms_PTD","Occupancy Statistics_Occ% of Total Rooms_PTD","Occupancy Statistics_STR Occ% of Total Rooms_PTD","Occupancy Statistics_ADR Stay Over Rooms_PTD","Occupancy Statistics_ADR for Total Revenue Rooms_PTD","Occupancy Statistics_STR ADR for Total Revenue Rooms_PTD","Occupancy Statistics_ADR for Total Occupied Rooms_PTD","Occupancy Statistics_RevPar_PTD","Occupancy Statistics_STR RevPar_PTD","Occupancy Statistics_Occ% of Total Available Rooms_Last Year PTD","Occupancy Statistics_Occ% of Total Rooms_Last Year PTD","Occupancy Statistics_STR Occ% of Total Rooms_Last Year PTD","Occupancy Statistics_ADR Stay Over Rooms_Last Year PTD","Occupancy Statistics_ADR for Total Revenue Rooms_Last Year PTD","Occupancy Statistics_STR ADR for Total Revenue Rooms_Last Year PTD","Occupancy Statistics_ADR for Total Occupied Rooms_Last Year PTD","Occupancy Statistics_RevPar_Last Year PTD","Occupancy Statistics_STR RevPar_Last Year PTD","Occupancy Statistics_Occ% of Total Available Rooms_YTD","Occupancy Statistics_Occ% of Total Rooms_YTD","Occupancy Statistics_STR Occ% of Total Rooms_YTD","Occupancy Statistics_ADR Stay Over Rooms_YTD","Occupancy Statistics_ADR for Total Revenue Rooms_YTD","Occupancy Statistics_STR ADR for Total Revenue Rooms_YTD","Occupancy Statistics_ADR for Total Occupied Rooms_YTD","Occupancy Statistics_RevPar_YTD","Occupancy Statistics_STR RevPar_YTD","Occupancy Statistics_Occ% of Total Available Rooms_Last YTD","Occupancy Statistics_Occ% of Total Rooms_Last YTD","Occupancy Statistics_STR Occ% of Total Rooms_Last YTD","Occupancy Statistics_ADR Stay Over Rooms_Last YTD","Occupancy Statistics_ADR for Total Revenue Rooms_Last YTD","Occupancy Statistics_STR ADR for Total Revenue Rooms_Last YTD","Occupancy Statistics_ADR for Total Occupied Rooms_Last YTD","Occupancy Statistics_RevPar_Last YTD","Occupancy Statistics_STR RevPar_Last YTD","Revenue_Room Rev(Non-Exempt From Tax)","Revenue_Room Rev(Exempt From All Tax)","Revenue_Room Rev(Non-Exempt From Tax)_PTD","Revenue_Room Rev(Exempt From All Tax)_PTD","Revenue_Room Rev(Non-Exempt From Tax)_Last Year PTD","Revenue_Room Rev(Exempt From All Tax)_Last Year PTD","Revenue_Room Rev(Non-Exempt From Tax)_YTD","Revenue_Room Rev(Exempt From All Tax)_YTD","Revenue_Room Rev(Non-Exempt From Tax)_Last YTD","Revenue_Room Rev(Exempt From All Tax)_Last YTD","Total Room Revenue","Other Revenue","Total Room Revenue_PTD","Other Revenue_PTD","Total Room Revenue_Last Year PTD","Other Revenue_Last Year PTD","Total Room Revenue_YTD","Other Revenue_YTD","Total Room Revenue_Last YTD","Other Revenue_Last YTD","Total Revenue","Total Revenue_PTD","Total Revenue_Last Year PTD","Total Revenue_YTD","Total Revenue_Last YTD","Guest Statistics_Number of Adults","Guest Statistics_Number of Children","Guest Statistics_Number of Adults_PTD","Guest Statistics_Number of Children_PTD","Guest Statistics_Number of Adults_Last Year PTD","Guest Statistics_Number of Children_Last Year PTD","Guest Statistics_Number of Adults_YTD","Guest Statistics_Number of Children_YTD","Guest Statistics_Number of Adults_Last YTD","Guest Statistics_Number of Children_Last YTD","Total Number of Guests_10/19/2025","Total Number of Guests_PTD","Total Number of Guests_Last Year PTD","Total Number of Guests_YTD","Total Number of Guests_Last YTD","Average Adults Per Room","Average Rate Per Adult","Average Revenue Per Adult","Average Adults Per Room_PTD","Average Rate Per Adult_PTD","Average Revenue Per Adult_PTD","Average Adults Per Room_Last Year PTD","Average Rate Per Adult_Last Year PTD","Average Revenue Per Adult_Last Year PTD","Average Adults Per Room_YTD","Average Rate Per Adult_YTD","Average Revenue Per Adult_YTD","Average Adults Per Room_Last YTD","Average Rate Per Adult_Last YTD","Average Revenue Per Adult_Last YTD","Today's Activity_Arrived With Reservations","Today's Activity_Walk Ins","Today's Activity_No Shows","Today's Activity_Cancellations for Today's Arrivals","Today's Activity_Checked Out Today","Today's Activity_Arrived With Reservations_PTD","Today's Activity_Walk Ins_PTD","Today's Activity_No Shows_PTD","Today's Activity_Cancellations for Today's Arrivals_PTD","Today's Activity_Checked Out Today_PTD","Today's Activity_Arrived With Reservations_Last Year PTD","Today's Activity_Walk Ins_Last Year PTD","Today's Activity_No Shows_Last Year PTD","Today's Activity_Cancellations for Today's Arrivals_Last Year PTD","Today's Activity_Checked Out Today_Last Year PTD","Today's Activity_Arrived With Reservations_YTD","Today's Activity_Walk Ins_YTD","Today's Activity_No Shows_YTD","Today's Activity_Cancellations for Today's Arrivals_YTD","Today's Activity_Checked Out Today_YTD","Today's Activity_Arrived With Reservations_Last YTD","Today's Activity_Walk Ins_Last YTD","Today's Activity_No Shows_Last YTD","Today's Activity_Cancellations for Today's Arrivals_Last YTD","Today's Activity_Checked Out Today_Last YTD"
"","68","2","1292","87","1292","26","19856","1367","19924","801","66","0","46","1205","1","1005","1266","0","1167","18489","12","14008","19123","15","15437","46","0","1006","0","1167","0","14020","5","15452","18","0","0","0","5","18","46","1006","1167","14025","15470","69.70%","67.65%","67.65%","67.35","67.35","67.35","67.35","46.94","45.56","83.49%","77.86%","77.86%","73.15","73.08","73.08","73.08","61.01","56.90","92.18%","90.33%","90.33%","92.61","92.61","92.61","92.61","85.37","83.65","75.86%","70.63%","70.61%","97.01","96.93","96.93","96.90","73.50","68.44","80.90%","77.65%","77.55%","99.81","99.71","99.71","99.60","80.57","77.33","3,073.27","25.00","72,817.48","701.01","106,543.47","1,528.73","1,319,773.36","39,194.63","1,514,856.14","25,929.56","3,098.27","139.73","73,518.49","1,356.95","108,072.20","3,108.83","1,358,967.99","22,994.98","1,540,785.70","25,608.57","3,238.00","74,875.44","111,181.03","1,381,962.97","1,566,394.27","65","7","1,554","66","1,914","79","22,542","1,604","24,618","1,909","72","1,620","1,993","24,146","26,527","1.41","47.67","49.82","1.54","47.31","48.18","1.64","56.46","58.09","1.61","60.29","61.31","1.59","62.59","63.63","22","0","0","6","43","473","0","0","99","465","526","3","0","218","524","7,339","9","10","1,521","7,351","7,983","34","0","1,861","7,998"
